AcademicYearKey,AcademicYearSort,YearBreakdown,GeographyKey,SchoolTypeKey,EducationPhase,NumSchools,Enrolments,SessionsPossible,OverallAbsenceSessions,AuthorisedAbsenceSessions,UnauthorisedAbsenceSessions,OverallAbsenceRateSource,AuthorisedAbsenceRateSource,UnauthorisedAbsenceRateSource,AttendanceRateSource,PersistentAbsentees,PersistentAbsenceRateSource,SevereAbsentees,SevereAbsenceRateSource,IllnessAbsenceRateSource,AppointmentsAbsenceRateSource,UnauthorisedHolidayAbsenceRateSource
2010/11,2010,Five half terms,LA|E09000003,Total,Total,113,40044,11787317,664489,550940,113549,0.0563732,0.0467401,0.0096332,0.9436268,6011,0.1501099,209,0.0052193,0.0319361904,0.00418364926,0.00111823581
2011/12,2011,Five half terms,LA|E08000007,State-funded primary,State-funded primary,85,18580,5600366,230451,200251,30200,0.0411493,0.035756800000000005,0.0053925,0.9588507,1721,0.0926265,44,0.0023680999999999997,0.02669754084,0.0028416,0.00156114797
2011/12,2011,Five half terms,LA|E08000008,Total,Total,95,29755,9159575,428118,324778,103340,0.0467399,0.035457800000000005,0.0112822,0.9532601,3386,0.113796,156,0.0052428,0.02533840271,0.00252391623,0.00134929841
2011/12,2011,Five half terms,LA|E08000009,Special,Special,7,487,142170,16343,13534,2809,0.1149539,0.09519590000000001,0.019758,0.8850461000000001,165,0.33880899999999997,24,0.0492813,0.04769641978,0.010902440739999998,4.2202999999999996e-05
2011/12,2011,Five half terms,LA|E06000007,State-funded secondary,State-funded secondary,12,12161,3785607,225411,180517,44894,0.0595442,0.0476851,0.011859100000000001,0.9404558,2086,0.1715319,122,0.010032099999999999,0.035135448560000004,0.00528158364,0.0036039134499999998
2011/12,2011,Five half terms,LA|E06000008,Total,Total,67,21452,6506856,317153,269608,47545,0.0487414,0.0414345,0.0073069,0.9512586,2854,0.1330412,122,0.0056871000000000005,0.02898742496,0.00298961588,0.00121471875
2008/09,2008,Five half terms,LA|E08000001,Total,Total,119,38398,11227402,694731,577563,117168,0.0618782,0.0514423,0.0104359,0.9381218,7125,0.1855565,225,0.0058597,0.035094049360000004,0.00316448988,0.00114167107
2008/09,2008,Five half terms,LA|E08000004,State-funded primary,State-funded primary,91,18969,5542175,318760,274424,44336,0.0575153,0.0495156,0.0079997,0.9424847,3249,0.17127949999999997,65,0.0034266,0.03184092888,0.00248512542,0.0013765353899999999
2008/09,2008,Five half terms,LA|E08000006,Special,Special,5,498,147470,16000,11940,4060,0.1084966,0.0809656,0.027531,0.8915034,175,0.3514056,13,0.0261044,0.04451752899,0.010252932800000001,0.00063063674
2008/09,2008,Five half terms,LA|E08000008,Special,Special,5,368,109854,12586,9250,3336,0.1145702,0.0842027,0.0303676,0.8854298,121,0.3288043,15,0.040760899999999996,0.05164126932,0.0081107652,0.00012744188
2008/09,2008,Five half terms,LA|E06000009,Total,Total,40,18304,5405114,388097,299554,88543,0.0718018,0.0554205,0.0163813,0.9281982,4409,0.24087630000000002,192,0.0104895,0.03793648016,0.00339955827,0.00168932607
2008/09,2008,Five half terms,LA|E08000018,State-funded primary,State-funded primary,99,18446,5479597,290252,244180,46072,0.052969600000000006,0.0445617,0.008407900000000001,0.9470304,2753,0.1492464,98,0.0053127999999999995,0.030194373780000002,0.00244123792,0.00170596487
2010/11,2010,Five half terms,LA|E08000017,State-funded secondary,State-funded secondary,18,18027,5035124,374984,267855,107129,0.0744736,0.053197299999999996,0.021276299999999998,0.9255264,4118,0.22843509999999997,314,0.0174183,0.0353085644,0.00413693883,0.00225714401
2010/11,2010,Five half terms,LA|E08000019,State-funded primary,State-funded primary,133,33951,9848774,535284,430095,105189,0.054350300000000004,0.043669900000000005,0.010680400000000001,0.9456497,5237,0.1542517,254,0.0074814,0.02898563821,0.0031229267700000002,0.00255778029
2010/11,2010,Five half terms,LA|E08000036,State-funded secondary,State-funded secondary,18,19615,5761841,385764,310255,75509,0.0669515,0.0538465,0.013105,0.9330485,4180,0.21310220000000002,103,0.0052511,0.04200792767,0.00380867851,0.00265557484
2010/11,2010,Five half terms,LA|E06000010,Special,Special,6,460,128966,15547,11614,3933,0.12055120000000001,0.0900547,0.0304964,0.8794488,172,0.373913,24,0.0521739,0.0448800459,0.01084782036,0.00066684242
2010/11,2010,Five half terms,LA|E06000011,Special,Special,3,142,40160,3058,2761,297,0.0761454,0.06875,0.0073954,0.9238546,33,0.23239439999999997,4,0.028169,0.04770916335,0.01035856574,0.0
2010/11,2010,Five half terms,LA|E06000012,State-funded primary,State-funded primary,47,10803,3065761,144607,125305,19302,0.047168400000000006,0.0408724,0.006296,0.9528316,1299,0.1202444,47,0.0043506,0.02976324638,0.00241995381,0.00109532348
2010/11,2010,Five half terms,LA|E06000012,Total,Total,59,20493,5875936,344376,263547,80829,0.0586079,0.0448519,0.013755900000000001,0.9413921,3351,0.1635193,198,0.0096618,0.03179578539,0.00322910256,0.001254949
2010/11,2010,Five half terms,LA|E10000023,Special,Special,13,508,144322,12843,11152,1691,0.0889885,0.0772717,0.011716899999999999,0.9110115,144,0.2834646,13,0.0255906,0.04054821857,0.01163370796,0.00011086321
2010/11,2010,Five half terms,LA|E06000014,State-funded secondary,State-funded secondary,10,8919,2654011,169690,134465,35225,0.0639372,0.0506648,0.0132724,0.9360628,1673,0.1875771,78,0.0087454,0.03418222457,0.00421249196,0.00210323167
2010/11,2010,Five half terms,LA|E10000018,Total,Total,283,79936,24600565,1408915,1209620,199295,0.0572717,0.0491704,0.0081012,0.9427283,12114,0.1515462,592,0.0074059,0.035367764930000004,0.00330374526,0.0008459968299999999
